text,ratings.overall
"['good', 'hotel', 'location', 'idial', 'near', 'subway', 'museum', 'av', 'room', 'confortable', '\n', 'angela']",4.0
"['pleasantly', 'greeted', 'found', 'room', 'standard', 'clean', 'orderly', 'relativley', 'quite', 'floor']",4.0
"['stay', 'hotel', 'business', 'meeting', 'conference', 'located', 'nearby', 'work']",3.0
"['good', 'location', 'close', 'metro', 'smithsonian', 'air', 'space', 'clean', 'comfortable', 'quiet', 'affordable', 'would', 'stay']",4.0
"['good', 'central', 'everything', 'check', 'room', 'face', 'train', 'station', 'train', 'go', 'night', 'blasting', 'hooter']",5.0
"['walking', 'distance', 'almost', 'everythingsmithsonian', 'white', 'house', 'washington', 'monumentand', 'underground', 'parking', 'included', 'smithsonian', 'pkg']",4.0
"['great', 'location', 'great', 'price', 'great', 'experience', 'would', 'recommend', 'drawback', 'restaurant', 'area']",4.0
"['smaller', 'hotel', 'chain', 'expected', 'much', 'proven', 'right']",4.0
"['helpful', 'staff', 'stored', 'luggage', 'u', 'clean', 'room', 'would', 'stay', 'location']",4.0
"['holiday', 'inn', 'plain', 'boring', 'functional', 'much', 'besides']",3.0
"['great', 'service', 'foodand', 'close', 'attracions', 'mallgreat', 'location', 'touristsvery', 'relaxed', 'helpful', 'staff']",4.0
"['really', 'nice', 'hotel', 'great', 'location', 'complaint']",4.0
"['huge', 'room', 'beware', 'ask', 'room', 'away', 'train', 'line', 'apart', 'train', 'nearly', 'every', 'hour', 'nothing', 'complain']",3.0
"['standard', 'satisfactory', 'room', 'close', 'proximity', 'mall', 'capitol', 'easy', 'access', 'national', 'airport', 'would', 'stay']",4.0
"['nice', 'hotel', 'good', 'accomodations', ' ', 'bad', 'overpriced', 'get', '\n', 'beware', 'valete', 'parking', ' ', '3750', 'day']",3.0
"['nice', 'room', 'good', 'bed', 'really', 'soft', 'sheet', 'bathroom', 'date', 'clean', 'nice', 'size', 'great', 'location', 'return']",5.0
"['churchill', 'hotel', 'unique', 'place', 'stay', 'old', 'stylish', 'feel', 'modern', 'ammenities', 'churhill', 'hotel', 'clean']",4.0
"['clean', 'quiet', 'comfortable', 'incredibly', 'friendly', 'competent', 'staff']",5.0
"['stay', 'convienient', 'dupont', 'circle', 'location', 'good', 'value', 'clean', 'comfortable', 'great', 'people', 'nice', 'neighborhood']",4.0
"['room', 'fine', 'bed', 'comfortable', 'staff', 'excellent']",5.0
"['roomy', 'good', 'location', 'extremely', 'quiet', 'polite', 'staff']",4.0
"['staff', 'churchill', 'helpful', 'experienced', 'travel']",5.0
"['old', 'fashioned', 'hotel', 'cute', 'cozy', 'close', 'dupont', 'circle', 'station']",4.0
"['checkin', 'checkout', 'service', 'excellent']",5.0
"['excellent', 'location', 'next', 'trip', 'wahington', 'tray', 'stay']",4.0
"['hotel', 'beautiful', 'room', 'good', 'size', 'clean', 'comfortable', 'staff', 'also', 'friendly', 'quite', 'good', 'location']",5.0
"['staff', 'helpful', 'bed', 'liking', 'average', 'hotel', 'room', 'room', 'small', 'side', 'good', 'price']",3.0
"['hotel', 'clean', 'well', 'located', 'walking', 'distance', 'white', 'house', 'dc', 'attraction', 'really', 'worth', 'money', 'paid']",4.0
"['hotel', 'stuck', '1980s', 'wifi', 'work', 'room', 'elevator', 'made', 'clusterphobic', 'hallway', 'lighting', 'terrifying']",2.0
"['hotel', 'nice', 'clean', 'located', 'good', 'place', 'went', 'smooth', 'issue']",4.0
"['great', 'staff', 'good', 'meal', 'nice', 'area', 'come', 'aberdeen', 'scotland', 'come', 'back']",5.0
"['would', 'recommend', 'hotel', 'everyone', 'close', 'everything', 'dc', 'clean', 'excellent', 'customer', 'service', 'beautiful', 'inside', 'great', 'location']",5.0
"['quite', 'satisfied', 'hotel', 'general', '\n', 'clean', 'roomgood', 'food', 'nice', 'central', 'sightseeing', 'stayed', 'two', 'night', '\n', 'overall', 'complaint']",3.0
"['great', 'service', 'make', 'repeat', 'visitor', 'highly', 'recommendable']",4.0
"['great', 'little', 'hotel', ' ', 'nothing', 'special', '150', 'night', 'good', 'value']",4.0
"['staff', 'friendly', 'location', 'awesome', ' ', 'block', 'away', 'white', 'house', 'well', 'metro', 'would', 'stay']",4.0
"['nice', 'hotel', 'poised', 'renovation', 'great', 'location', 'starbucks', 'pull', 'hire', 'staff', 'know', 'drink', 'staff', 'friendly', 'helpful']",4.0
"['great', 'location', 'close', 'metro', '10', 'cab', 'anywhere', 'city', 'two', 'u', 'lobby', 'beautiful', 'staff', 'great']",5.0
"['well', 'located', 'dc', 'staff', 'professional', 'pleasant', 'stay']",4.0
"['beautiful', 'corner', 'room', 'view', 'park', 'staff', 'helpful', 'attentive']",5.0
"['hotel', 'nice', 'convenient', 'metro', 'able', 'walk', 'white', 'house', 'night', 'wonderful']",5.0
"['beautiful', 'hotel', 'wonderful', 'room', 'helpful', 'friendly', 'staff', 'great', 'location', 'could', 'want']",5.0
"['close', 'pretty', 'much', 'everything', 'nice', 'park', 'view', 'free', 'internet', 'breakfast', 'room', 'super', 'clean', 'though', 'bed', 'comfy']",4.0
"['hotel', 'staff', 'friendly', 'compared', 'hotel', '\n', 'room', 'great', 'amount', 'paid']",3.0
"['good', 'location', 'nice', 'staff', 'elegant', 'room', 'well', 'good', 'hotel']",5.0
"['hotel', 'little', 'older', 'room', 'fairly', 'well', 'renovated', 'elevator', 'made', 'nervous', 'hotel', 'located', 'near', 'everything']",3.0
"['great', 'hotel', 'location', ' ', 'srevice', 'staff', 'unbelievable']",5.0
"['second', 'visit', 'hamilton', 'crowne', 'plaza', 'stay', 'perfect', 'staff', 'helpful', 'food', 'great']",4.0
"['nice', 'hotel', 'excellent', 'rate', 'draw', 'back', 'room', 'small', 'service', 'excellent', 'great', 'location']",4.0
"['great', 'hotel', 'great', 'staff', 'wonderful', 'price', 'could', 'ask', 'anything', 'come', 'around', 'service', 'satisfaction']",5.0
"['great', 'view', 'great', 'drink', '\n', 'nt', 'try', 'food', 'much', 'say', 'probably', 'best', 'view', 'dc']",5.0
"['super', 'hip', 'great', 'service', 'amazing', 'location', 'else', 'ask']",5.0
"['impeccable', 'hospitable', 'service', 'great', 'location', 'plan', 'make', 'dc', 'hotel']",5.0
"['great', 'location', 'modern', 'clean', 'friendly', 'staff', 'great', 'view', 'bar']",5.0
"['nice', 'hotel', 'funky', 'ambiance', 'rooftop', 'best', 'view', 'dc']",4.0
"['private', 'event', 'cody', 'took', 'great', 'care', 'make', 'sure', 'need', 'met', 'went', 'beyond', 'make', 'event', 'special']",5.0
"['amazing', 'time', 'ask', 'cody', 'know', 'everything', 'dc', 'took', 'care', 'everything', 'u']",5.0
"['undoubtably', 'bet', 'customer', 'service', 'seen', 'thus', 'far', 'n', 'travel', 'definately', 'stay', 'recommend', 'others']",5.0
"['shakira', 'stefanie', 'professional', 'helpful', 'tended', 'need', 'absolutely', 'great']",5.0
"['right', 'centre', 'dc', 'near', 'white', 'house', 'buzzing', 'hotel', 'local', 'come', 'night', 'excellent', 'barcocktails']",5.0
"['great', 'hotel', 'service', 'next', 'door', 'white', 'house', 'pov', 'rooftop', 'lounge', 'place']",5.0
"['brought', 'many', 'client', 'drink', 'w', 'awesome', 'olivia', 'great', 'job', 'pleasant']",5.0
"['welcome', 'embassador', 'jeff', 'mead', 'awesome', 'charming', 'welcoming', 'took', 'u', 'upstairs', 'show', 'u', 'awesome', 'view']",5.0
"['excellent', 'hotel', 'fabulous', 'location', 'close', 'white', 'house', 'sight', 'staff', 'excellent', 'helpful']",5.0
"['stayed', 'one', 'night', 'last', 'week', 'hotel', 'fabulous', 'rooftop', 'bar', 'great', 'room', 'terrificill', 'back']",5.0
"['w', 'wonderful', 'room', 'beautifully', 'appointed', 'comfortable', 'staff', 'super', 'helpful', 'friendly', 'roof', 'terrace', 'simply', 'spectacular']",5.0
"['comfortable', 'hotel', 'amenity', 'would', 'expect', 'courtyard']",4.0
"['great', 'location', 'next', 'washington', 'hilton', 'impressed', 'staff', 'nice', 'people']",4.0
"['location', 'convenient', 'metro', 'also', 'parking', 'available', 'pleasent', 'stay']",4.0
"['nice', 'safe', 'location', 'good', 'value', 'city', 'hotel', 'room', 'little', 'small', 'basic', 'job', 'fine']",4.0
"['stop', '2', 'large', 'huge', 'room', 'big', 'plus', 'older', 'building', 'would', 'recommend', 'traveling', 'family']",4.0
"['really', 'liked', 'hotel', '\n', 'great', 'room', 'nice', 'concierge', 'service', '\n', 'great', 'location']",4.0
"['stayed', 'one', 'night', 'everything', 'great', 'good', 'service', 'amazing', 'buffet']",5.0
"['thought', 'everything', 'okay', 'hotel', 'room', 'quality', 'location', 'staff', 'extra', 'nice', 'helpfull']",5.0
"['nickel', 'dime', 'hotel', 'extra', 'charge', 'everything', 'service', 'poor', 'room', 'comfortable', 'better', 'choice', 'available']",1.0
"['great', 'time', 'ca', 'nt', 'beat', 'location', 'take', 'metro', 'tourist', 'place', 'u', 'need', 'walking', 'distant']",4.0
"['great', 'convenient', 'location', '\n', 'nothing', 'else', 'hotel', 'really', 'impressed']",3.0
"['hotel', 'excellent', 'location', 'dc', '\n', 'good', 'service', 'professional', 'staff']",5.0
"['nice', 'clean', 'room', 'price', 'range', 'also', 'good']",5.0
"['room', 'comfy', 'clean', 'restaurant', 'served', 'good', 'food', 'complaint', 'paying', 'wifi']",4.0
"['location', 'excellent', 'smithonian', 'museum', 'hotel', 'staff', 'polite', 'helpful', 'room', 'spotless', 'starbucks', 'lobby', 'quick', 'caffiene', 'fix']",4.0
"['nt', 'e', 'write', 'perse', '\n', 'food', 'drink', 'excellent', '\n', 'beautiful', 'people', 'like', 'khan', 'work', 'make', 'special']",5.0
"['room', 'clean', 'beautiful', 'service', 'wonderful', 'location', 'perfect']",5.0
"['one', 'best', 'stay', 'resto', 'bar', 'people', 'nice', 'good', 'position', 'clean', 'back']",5.0
"['short', 'business', 'trip', 'room', 'clean', 'comfortable', 'bit', 'dark', 'gloomy', 'friendly', 'helpful', 'staff']",4.0
"['would', 'stay', 'particular', 'hotel', 'without', 'second', 'thought', 'simply', 'excellent', 'everything', 'home', 'home']",5.0
"['great', 'location', ' ', 'close', 'white', 'house', 'verizon', 'center', 'conference', 'center', 'metro', '\n', 'great', 'reception', 'belonging', 'hyatts', 'gold', 'passport']",5.0
"['walking', 'distance', 'chinatown', 'metro', 'stop', 'right', 'room', 'clean', 'well', 'definitely', 'stay']",4.0
"['charged', 'using', 'gym', ' ', 'believe', '1000', 'run', 'treadmill', 'hour', '\n', 'movie', '1855', 'per', '\n', 'watch']",3.0
"['great', 'location', 'metro', 'basement', 'helpful', 'staff', 'highly', 'reccomend']",5.0
"['fridge', 'nice', 'lobby', 'neighbour', 'nt', 'share', 'bench', 'outside']",4.0
"['location', 'hyatt', 'regard', 'various', 'attraction', 'museum', 'dc', 'perfect', 'hotel', 'go']",5.0
"['good', 'choice', 'stay', 'sighting', 'business']",4.0
"['best', 'overall', 'place', 'dc', 'sight', 'value', 'along', 'great', 'staff', 'awesome', 'amenity']",5.0
"['yum', 'yum', 'yum', 'yum', 'yum', 'yum', 'yum', 'yum', 'yum', 'yum', '\n', 'nice', 'location', '\n', 'elevator', 'really', 'slow', '\n', 'check', ' ', 'line', 'long', '8', 'minute', 'wait', '\n', 'bed', 'amazing']",4.0
"['excellent', 'location', 'close', 'convention', 'center']",4.0
"['nice', 'hotel', 'great', 'breakfast', 'great', 'location', 'direct', 'subwaymetro', 'access', 'hotel', 'lobby']",4.0
"['nice', 'hotel', 'excellent', 'service', 'friendly', 'bed', 'liitle', 'hard', 'would', 'stay']",4.0
"['really', 'close', 'washington', 'attraction', '5', 'block', 'white', 'house', '7', '8', 'block', 'national', 'mall', 'washington', 'monument']",5.0
"['99', ' ', '30', 'valet', ' ', 'tax', 'great', 'location', 'super', 'nice', 'people', 'beautiful', 'place', 'comfortable', 'could', 'nt', 'get', 'much', 'better']",5.0
"['stayed', 'business', 'meeting', 'good', 'service']",5.0
"['stayed', '4', 'night', 'conference', 'surprisesa', 'typical', 'hilton', '2030', 'minute', 'walk', 'mall']",4.0
"['nice', 'hotel', 'close', 'dupont', 'circle', 'metro', 'stayed', '8', 'night', 'room', 'could', 'use', 'fridge', 'extended', 'stay', 'nice', 'pool', 'area']",4.0
"['always', 'easy', 'finding', 'decent', 'hotel', 'dc', 'fair', 'price', 'really', 'enjoyed', 'hilton', 'dc']",4.0
"['clean', ' ', 'well', 'managed', 'u', 'happy', ' ', 'didnot', 'give', 'complimentary', 'bottled', 'water']",5.0
"['conveniently', 'located', 'clean', 'helpful', 'staff', 'shop', 'restaurant', 'within', 'walking', 'distance']",4.0
"['great', 'locationbreakfast', 'buffet', 'good', 'best', 'shower', 'ever']",4.0
"['term', 'cleanliness', 'staff', 'room', 'hotel', 'excellent', 'loved', 'room', 'interior', 'design', '\n', 'location', 'also', 'great', 'close', 'dupont', 'circle']",4.0
"['nice', 'place', 'great', 'breakfast', 'buffet', 'near', 'metro', 'station', 'near', 'dupont', 'circle', 'affordable', 'weekend', 'rate']",5.0
"['real', 'nice', 'hotel', 'good', 'location', 'metro', 'restaurant']",4.0
"['great', 'service', 'fantastic', 'food', 'staff', 'pleasant', 'professional', 'stay']",5.0
"['convenient', 'location', 'beautifully', 'appointed', 'enjoyed', 'dining', 'room', 'breakfast', 'expensive', 'extensive', 'buffet']",5.0
"['stayed', 'conference', 'hotel', 'nice', 'room', 'small', 'average', 'overpriced', 'would', 'pay', '150', '280']",4.0
"['room', 'nice', 'big', 'comfortable', 'staff', 'helpful', ' ', 'common', 'area', 'little', 'bit', 'crowded', 'breakfast', 'expensive']",4.0
"['love', 'hotel', 'stay', 'every', 'year', 'attending', 'ausa', 'conference', 'washington', 'dc', 'suggest', 'come', 'anywhere', 'else']",5.0
"['close', 'metro', 'good', 'location', 'comfortable', 'room']",4.0
"['close', 'everything', 'good', 'service', 'clean', 'resturant', 'neebs', 'choises']",5.0
"['clean', 'new', 'stylish', 'cozy', 'good', 'service', 'good', 'restaurant']",5.0
"['heart', 'dupont', 'circle', 'safe', 'lot', 'restaurantsshops', 'within', 'walking', 'easy', 'cab', 'ridemetro', 'tourist', 'spot']",4.0
"['beware', 'exhaust', 'fume', 'pool', 'loading', 'dock', 'directly', 'underneath', 'loud', 'loud']",2.0
"['good', 'hotel', 'good', 'value', 'historically', 'stayed', 'mayflower', 'stay', 'great', 'people', 'helped', 'give', 'place', 'good', 'review']",4.0
"['lumpy', 'bed', 'noisy', 'room', 'glass', 'bathroom', 'room', 'key', 'turned', 'despite', 'late', 'checkout', 'friendly', 'one', 'staff', 'inquired', 'comfort']",2.0
"['standard', 'stay', 'nothing', 'extraordinary', 'nothing', 'complain']",4.0
"['nice', 'hotel', 'nice', 'safe', 'room', 'clean', 'nice', 'workout', 'area']",4.0
"['great', 'hotel', ' ', 'lovely', 'room', 'nice', 'amenity', 'stay', 'good', 'location', 'well']",4.0
"['nice', 'hotel', 'great', 'location', 'prepared', 'room', 'small', 'staff', 'helpful', 'friendly', 'go', 'way', 'help']",4.0
"['beautiful', 'hotel', 'nice', 'bar', 'open', 'late']",5.0
"['amazing', 'experience', 'hotel', 'nice', 'warm', 'welcome', 'fond', 'farewell', 'service', 'top', 'notch', 'employee', 'friendly']",5.0
"['room', 'everything', 'nice', 'noisy', 'due', 'outside', 'ac', 'light', 'sleeper', 'nt', 'choose', 'hotel']",3.0
"['hotel', 'perfect', 'room', 'clean', 'comfy', 'staff', 'friendly', 'location', 'fantastic', 'everything', 'around', '\n ', 'highly', 'recommend']",5.0
"['hotel', 'elegant', 'clean', 'reasonably', 'well', 'situated', 'size', 'room', 'would', 'worth', '300', 'night']",3.0
"['good', 'hotel', 'close', 'subway', 'easy', 'get', 'sight', 'also', 'walking', 'distance', 'china', 'town', 'museum', 'etc']",4.0
"['charming', 'small', 'boutique', 'hoteldelightful', 'place', 'tea', 'grand', 'bar', 'superb', 'intimate', 'dining', 'room']",5.0
"['comfortable', 'place', 'stay', ' ', 'good', 'location', 'pleasant', 'staff', 'nice', 'lounge', 'restaurant', ' ', 'affordable', 'many', 'dc', 'lodging']",4.0
"['currently', 'staying', 'good', 'clean', 'hotel', 'close', 'alot', 'site', 'safe', 'populated', 'area', 'would', 'love', 'stay']",5.0
"['close', 'variety', 'restaurant', '\n', 'close', 'metro', 'station', '\n', 'comfortable', 'room', '\n', 'excellent', 'food', 'site', '\n', 'good', 'value', 'money']",5.0
"['stayed', 'thanksgiving', 'weekend', 'great', 'location', 'friendly', 'staff', 'apparently', 'sold', 'probably', 'become', 'expensive']",4.0
"['spend', 'three', 'night', 'hotel', 'lovely', 'room', 'comfortable', 'quiet', 'wonderful', 'staff', 'highest', 'recommendation']",5.0
"['literally', 'second', 'away', 'street', 'great', 'value', 'location', 'recommendation', 'highest', 'level']",5.0
"['room', 'big', 'bed', 'comfortable', 'great', 'location', 'loved']",4.0
"['older', 'hotel', 'recently', 'freshened', 'room', 'small', 'nice', 'good', 'lobby', 'bar', 'short', 'walk', 'metro', 'stop', 'walk', 'white', 'house']",4.0
"['older', 'hotel', 'well', 'kept', 'staff', 'friendly', 'helpful', 'enjoyed', 'stay']",5.0
"['hotel', 'nice', 'staff', 'great', 'lobby', 'constant', 'traffic', 'jam', 'really', 'odd', 'would', 'stay']",3.0
"['great', 'location', 'central', 'dc', 'really', 'nice', 'foyer', 'bar', 'executive', 'lounge', 'would', 'definitley', 'stay', 'go', 'back', 'dc']",4.0
"['great', 'location', 'safe', 'area', 'close', 'important', 'place', 'see']",5.0
"['good', 'stay', ' ', 'plush', 'solid', ' ', 'food', 'bar', 'good']",4.0
"['great', 'hotel', 'highly', 'recommended', 'extremely', 'close', 'white', 'house', 'halfmile', 'walk']",5.0
"['large', 'comfortable', 'room', 'central', 'location', 'walking', 'site']",4.0
"['fancy', 'hotel', 'within', 'reasonable', 'walking', 'distance', 'white', 'house', 'good', 'find', 'people', 'want', 'see', 'landmark']",4.0
"['great', 'location', 'helpful', 'staff', 'negative', 'wifi', 'charge', 'exceed', '2', 'hour', 'per', 'day', 'usage']",4.0
"['actually', 'stayed', 'capital', 'hilton', '1980', 'absolutely', 'gorgeous', 'beautiful', 'comfortable', 'best', 'attention', 'great', 'food']",5.0
"['wonderful', 'staff', 'king', 'size', 'bed', 'room', 'quite', 'small', 'bathroom', 'small', 'request', 'connecting', 'room', 'coulld', 'met']",5.0
"['average', 'hotel', 'well', 'located', 'room', 'large', 'decor', 'tired', 'need', 'updating', 'service', 'slow', 'staff', 'helpful']",2.0
"['dream', 'business', 'hotel', 'get', 'rate', 'need', 'good', 'concierge', 'lounge', 'friendly', 'staff', 'amazing', 'gym']",5.0
"['nice', 'business', 'hotel', 'good', 'room', 'bed', 'service', 'great', 'breakfast', 'centrally', 'located']",4.0
"['hotel', 'convenient', 'metro', 'nice', 'clean', 'hotel', 'helpful', 'staff', 'short', 'walk', 'see', 'navy', 'yard']",4.0
"['enjoyed', 'stay', 'clean', 'quiet', 'breakfast', 'soso', 'internet', 'lobby', 'crazy', 'slow', 'unusable', 'really']",4.0
"['charming', 'room', 'heart', 'dc', 'easy', 'walk', 'white', 'house', 'georgetown', 'unforgettable', 'experience', 'best', 'kind']",5.0
"['everyone', 'stay', 'mansion', 'die', 'best', 'place', 'planet', 'heaven']",5.0
"['agree', 'previous', 'poster', 'service', 'paid', 'service', 'stop']",1.0
"['stayed', 'confrerece', 'good', 'close', 'walking', 'distance', 'white', 'house', 'monument', 'ton', 'restaurant', 'near']",4.0
"['hotel', 'settled', 'claim', 'wrecked', 'suv', 'valet', 'satisfied']",3.0
"['kind', 'helpful', 'doorman', 'navigator', 'housekeeping', 'make', 'grand', 'dame', 'hotel', 'even', 'better']",5.0
"['great', 'old', 'historic', 'hotel', 'super', 'staff', 'service']",5.0
"['beautiful', 'room', 'large', 'sitting', 'area', 'spacious', 'elegant', 'decor', 'would', 'stay']",5.0
"['great', 'location', 'sight', 'washington', 'tourbus', 'pickup', 'right', 'outside', 'hotel', 'kid', 'hotel']",4.0
"['really', 'nice', 'place', 'hold', 'business', 'conference', 'convenient', 'dc', 'attraction']",4.0
"['one', 'old', 'grand', 'hotel', 'slowing', 'deteriorating', 'still', 'quite', 'expensive', 'location', 'whole', 'point', 'staying']",3.0
"['never', 'heard', 'hotel', 'either', 'offering', 'valet', 'parking', 'parking', 'extra', '4500', 'shock']",1.0
"['2', '3', 'block', '3', 'different', 'subway', 'stop', 'staff', 'helpful', 'complaint']",5.0
"['generally', 'expect', 'mariott', 'nice', 'hotel', 'good', 'location', 'free', 'internet', 'lobby', 'staff', 'attentive', 'professional']",4.0
"['plush', 'bedding', 'great', 'view', 'sitting', 'room', 'great', 'service']",5.0
"['awesome', 'hotel', 'excellent', 'customer', 'service', 'great', 'location', 'next', 'metro', 'station', 'big', 'gym', 'work']",5.0
"['wonderful', 'hotel', 'excellent', 'customer', 'service', 'great', 'location', 'one', 'favorite', 'place', 'stay', 'dc']",5.0
"['front', 'desk', 'offered', 'u', 'wonderful', 'room', 'highly', 'recommend', 'french', 'toast', 'everyone', 'treated', 'u', 'respect', 'friendly']",5.0
"['large', 'room', 'updated', 'wellkept', 'comfortable', 'bed', 'although', 'bit', 'small', 'convenient', 'metro', 'shuttle']",5.0
"['beautiful', 'hotel', 'room', 'extremely', 'comfortable', 'staff', 'amazing', 'food', 'great', ' ', 'room', 'service', 'fabulous', 'resaonable']",5.0
"['hotel', 'everything', 'except', 'one', 'vital', 'thing', 'free', 'wifi', 'wifi', 'cost', '10', 'per', 'day', 'use', 'computer', 'buisness', 'room']",4.0
"['stay', 'wonderful', 'got', 'great', 'rate', 'service', 'wonderful', 'stayed', 'several', 'time', 'hotel', 'recommend']",4.0
"['great', 'hotel', 'close', 'metro', 'station', 'everything', 'washington', 'offer', '\n', 'well', 'kept', 'hotel', 'quiet']",5.0
"['good', '1', 'night', 'bar', 'hopping', 'need', 'place', 'crash']",2.0
"['steal', 'hotelscom', 'perfect', 'quick', 'centrally', 'located', 'trip', 'hip', 'trendy', 'mix', 'age', 'stay', 'nice', 'view']",5.0
"['great', 'location', 'easy', 'ace', 'metro', 'clean', 'room', 'nice', 'common', 'area']",5.0
"['stay', 'beacon', 'hotel', 'traveling', 'dc', 'superior', 'service', 'clean', 'elegant', 'property', 'keep', 'coming', 'back']",5.0
"['great', 'stay', 'nice', 'hotel', 'great', 'check', 'time']",3.0
"['staff', 'fun', 'pleasant', 'loved', 'back', 'soon']",5.0
"['good', 'location', 'pleasant', 'staff', 'helped', 'quickly', 'reconcile', 'billing', 'concern']",4.0
"['great', 'room', 'great', 'location', ' ', 'easy', 'access', 'everything', 'nice', 'large', 'room', 'highly', 'recommend']",5.0
"['small', 'room', 'business', 'center', 'one', 'use', 'wifi', 'computer', 'wifi', 'public', 'area']",2.0
"['staff', 'exemplary', 'facility', 'comfortable', 'yet', 'classy']",5.0
"['hotel', 'rather', 'old', 'room', 'spacious', 'date', 'bathroom', 'tiny', 'good', 'location', 'far', 'lincoln', 'memorial', 'bedbug']",4.0
"['comfortable', 'spacious', 'room', 'gentil', 'educated', 'staff', 'close', 'attraction', 'recommend', 'hotel', 'intend', 'return']",5.0
"['great', 'staff', 'across', 'street', 'want', 'gw', '\n', 'first', 'choice', 'smaller', 'room', 'city']",4.0
"['excellent', 'visit', 'dc', '\n', 'within', '515', 'minute', 'walk', 'attraction', 'see']",5.0
"['hotel', 'great', 'economical', 'clean', 'safe', ' ', 'convenient', 'site', ' ', 'metro', 'book', 'month', 'advance', 'best', 'rate']",5.0
"['good', 'location', 'quiet', 'room', 'adequate', 'breakfast', 'buffet', 'clearn']",4.0
"['went', 'good', 'check', 'easy', 'access', 'area', 'town', 'nice', 'room', 'great', 'service']",4.0
"['staff', 'wonderful', 'accommodating', 'talk', 'tell', 'deliver']",5.0
"['comfortable', 'nice', 'clean', 'hotel', 'better', 'average', 'room', 'dc', 'great', 'location']",4.0
"['great', 'stay', 'helpful', 'staff', 'left', 'watch', 'nightstand', 'security', 'found', 'returned', 'clean', 'great', 'stay']",4.0
"['good', 'location', 'able', 'walk', 'main', 'sight', 'museum', 'clean', 'room', 'comfortable', 'bed']",4.0
"['overall', 'average', '\n', 'lobby', 'nice', '\n', 'room', 'looking', 'dated', 'could', 'use', 'new', 'carpet', 'paint', 'job']",3.0
"['hotel', 'nice', 'room', 'quiet', 'bed', 'comfortable']",5.0
"['helpful', 'curtious', 'staff', 'typical', 'marriott', 'room', 'extremely', 'clean', 'outstanding', 'location']",4.0
"['room', '7th', 'floor', ' ', 'noisy', 'aveda', 'amenity', 'highlight', 'towel', 'cheap', 'nice', 'gift', 'shop']",3.0
"['hotel', 'decent', 'concierge', 'service', 'terrible', 'better', 'luck', 'google', 'talking']",3.0
"['nice', 'staff', 'upgraded', 'upon', 'arrival', 'nice', 'room', 'large', 'sitting', 'area']",5.0
"['hotel', 'outstanding', 'staff', 'courteous', 'room', 'nice', 'roomy']",5.0
"['hotel', 'clean', 'modern', 'classy', 'everything', 'would', 'want', 'come', 'home', 'day']",5.0
"['hotel', 'neat', 'clean', 'close', 'everything', 'important', 'staff', 'great', 'stay', 'next', 'dc', 'trip']",4.0
"['great', 'location', 'great', 'hotel', 'staff', 'accomodations']",5.0
"['good', 'long', 'term', 'stay', 'hotel', 'clean', 'good', 'staff', '10', 'minute', 'walk', 'metro', 'cv', 'right', 'across', 'street']",4.0
"['nice', 'hotel', 'good', 'room', 'free', 'breakfast', 'happy', 'hour', 'help', 'save', 'money', 'little', 'far', 'walk', 'monument', 'attraction']",4.0
"['nice', 'quiet', 'well', 'cared', 'historic', 'hotel', 'metro']",5.0
"['nice', 'time', 'dc', 'recommend', 'mchi', 'friend', '\n', 'thanks', 'samuel']",5.0
"['nice', 'way', 'arrive', '9', 'pmthey', 'nice', 'ai', 'nt', 'happy']",3.0
"['great', 'location', 'beautiful', 'property', ' ', 'helpful', 'staff', 'clean', 'could', 'better']",5.0
"['gorgeous', 'unique', 'space', ' ', 'good', 'group', 'meeting', 'public', 'area', 'guest', 'room', 'beautiful']",5.0
"['great', 'staff', 'location', 'spacious', 'room', 'also', 'close', 'lincoln', 'memorial', ' ', 'georgetown']",5.0
"['boy', 'place', 'ready', 'fix', ' ', 'worn', 'boring']",3.0
"['picked', 'hotel', 'reading', 'trip', 'advisor', 'review', 'expected', 'title', 'sum', 'definitely', 'stay']",5.0
"['nice', 'staff', 'great', 'location', 'explore', 'dc', 'arlington', 'foot', 'bike', 'complimentary', 'large', 'room', 'kitchen', 'good', 'rate', ' ', 'loved']",5.0
"['stayed', '2', 'night', 'would', 'greatly', 'recommend', 'hotel', 'travel']",5.0
"['room', 'exceeded', 'expectation', 'big', 'comfortable', '\n', 'sure', 'return', 'next', 'visit', 'dc']",5.0
"['love', 'staying', 'hotel', 'clean', 'room', 'great', 'service', '\n', 'always', 'enjoy', 'hotel']",5.0
"['nice', 'hotel', 'good', 'located', 'block', 'dupont', 'circle', 'walking', 'distance', 'white', 'house', 'really', 'recommend', 'hotel']",5.0
"['found', 'service', 'great', 'mr', 'haddock', 'upgraded', 'suite', 'appreciated', 'extra', 'room', 'krispy', 'kreme', '5', 'minute', 'away']",4.0
"['welcoming', 'staff', 'large', 'clean', 'room', 'make', 'st', 'gregory', 'wise', 'choice', 'business', 'trip', 'requiring', 'inthe', 'dupont', 'circle', 'area']",5.0
"['great', 'accommodation', 'good', 'pricing', 'also', 'great', 'location', 'near', 'dupont', 'circle']",5.0
"['really', 'loved', 'hotel', 'location', 'staff', '\n', 'restaurant', 'fantastic', 'food', 'awesome']",5.0
"['staff', 'professional', 'make', 'feel', 'home', 'great', 'place', 'business']",5.0
"['great', 'place', 'length', 'time', 'spend', 'washington', 'dc', 'long', 'term', 'dedicated', 'staff', 'make', 'difference', 'location']",5.0
